Tender_Proposal_ID,Procuring_Entity_Name,Rule_ID,Rule_Reference,Category,Finding,Evidence,Severity,Risk_Score,Review_Status,Investigative_Recommendation
1115432.0,"Construction Division-1, Chattogram",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Construction Division-1, Chattogram||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1049598.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1111428.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1032943.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1036609.0,Construction Division-2,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-2||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1044421.0,Office of the Secretary,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Secretary||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1054573.0,Office of the Secretary,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Secretary||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1048608.0,Management Information System (MIS),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Management Information System (MIS)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
993988.0,Office of the Secretary,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Secretary||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
993999.0,Office of the Secretary,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Secretary||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
995096.0,Office of the Secretary,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Secretary||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1023323.0,Project Director (CDA Square),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director (CDA Square)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1006947.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1001782.0,Project Director (CDA Square),STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 52,490,000.53 registered a Modified Z-Score of 6.98.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
993983.0,Project Director(Elevated ExpressWay),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director(Elevated ExpressWay)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
968867.0,Management Information System (MIS),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Management Information System (MIS)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
959962.0,Construction Division-2,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 100,790,743.23 registered a Modified Z-Score of 14.13.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
954661.0,Project Director (CDA Square),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director (CDA Square)||nan||2024-02-25 15:05.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
944909.0,Project Director (CDA Square),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director (CDA Square)||nan||2024-02-25 15:05.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
943936.0,Project Director(CRBKRKBC),STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 30,185,717.78 registered a Modified Z-Score of 3.67.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
924201.0,Management Information System (MIS),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Management Information System (MIS)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
917088.0,Project Director (CCORRP),STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 161,596,296.85 registered a Modified Z-Score of 23.14.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
917456.0,Project Director (CCORRP),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director (CCORRP)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
918775.0,Superintending Engineer-2,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 74,713,501.27 registered a Modified Z-Score of 10.27.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
909308.0,Project Director (CDA Square),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director (CDA Square)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
909193.0,Project Director (CDA Square),STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 53,131,569.95 registered a Modified Z-Score of 7.07.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
894645.0,"Executive Engineer, Construction Division-",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Executive Engineer, Construction Division-||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
868908.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
867632.0,Project Director (CCORRP),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director (CCORRP)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
863116.0,Project Director (CDA Square),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director (CDA Square)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
851864.0,"Construction Division-1, Chattogram",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Construction Division-1, Chattogram||nan||2023-07-26 13:00.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
851865.0,"Construction Division-1, Chattogram",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Construction Division-1, Chattogram||nan||2023-07-26 13:00.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
851858.0,"Construction Division-1, Chattogram",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Construction Division-1, Chattogram||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
844951.0,Construction Division-2,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-2||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
848555.0,Project Director (Loop Road),STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 51,133,146.95 registered a Modified Z-Score of 6.78.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
814522.0,Project Director(Elevated ExpressWay),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director(Elevated ExpressWay)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
809857.0,Management Information System (MIS),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Management Information System (MIS)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
765097.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
786407.0,"Executive Engineer, Construction Division-",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Executive Engineer, Construction Division-||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
782755.0,Project Director(Elevated ExpressWay),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director(Elevated ExpressWay)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
781266.0,Project Director (Loop Road),COMP_002,PPR Market Concentration Framework,Competition,High Market Share Capture,Contractor controls 28.68% of total processed procurement volume BDT.,Critical,45,Needs Manual Review,Analyze framework criteria for hidden barriers restricting open entry.
781266.0,Project Director (Loop Road),STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 791,796,036.69 registered a Modified Z-Score of 116.50.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
775105.0,Project Director(Rajib Das),COMP_002,PPR Market Concentration Framework,Competition,High Market Share Capture,Contractor controls 28.68% of total processed procurement volume BDT.,Critical,45,Needs Manual Review,Analyze framework criteria for hidden barriers restricting open entry.
775105.0,Project Director(Rajib Das),STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 8,812,446,857.07 registered a Modified Z-Score of 1304.74.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
nan,nan,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: nan||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
748220.0,Construction Division-2,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-2||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
749274.0,Management Information System (MIS),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Management Information System (MIS)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
755321.0,Project Director (Loop Road),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director (Loop Road)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
735107.0,"Project Director(KK Newaz), Chittagong",COMP_002,PPR Market Concentration Framework,Competition,High Market Share Capture,Contractor controls 28.68% of total processed procurement volume BDT.,Critical,45,Needs Manual Review,Analyze framework criteria for hidden barriers restricting open entry.
735107.0,"Project Director(KK Newaz), Chittagong",STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 115,180,656.25 registered a Modified Z-Score of 16.27.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
731173.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
733123.0,Project Director (Master Plan),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director (Master Plan)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
727849.0,Project Director (Loop Road),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director (Loop Road)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
683811.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||2022-04-24 10:00.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
669414.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||2022-04-24 10:00.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
667218.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||2022-03-27 10:00.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
670154.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||2022-03-27 10:00.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
647622.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||2022-02-17 10:00.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
644083.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||2022-02-17 10:00.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
657600.0,Deputy Secretary,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Deputy Secretary||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
655654.0,Project Director (Master Plan),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director (Master Plan)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
644697.0,Deputy Secretary,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Deputy Secretary||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
637086.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||2022-01-12 10:00.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
640368.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||2022-01-12 10:00.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
631780.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||2022-01-12 10:00.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
614376.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||2021-10-25 10:00.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
616340.0,"Project Director(M.Uddin), Chittagong",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Project Director(M.Uddin), Chittagong||nan||2021-10-25 10:00.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
596661.0,"Project Director(KK Newaz), Chittagong",STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 88,622,840.52 registered a Modified Z-Score of 12.33.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
547817.0,Construction Division-1,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-1||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
538256.0,Project Director (CCORRP),COMP_002,PPR Market Concentration Framework,Competition,High Market Share Capture,Contractor controls 28.68% of total processed procurement volume BDT.,Critical,45,Needs Manual Review,Analyze framework criteria for hidden barriers restricting open entry.
538256.0,Project Director (CCORRP),STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 960,108,457.97 registered a Modified Z-Score of 141.44.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
539749.0,Project Director(M.Uddin),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director(M.Uddin)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
527700.0,Construction Division-1,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-1||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
528774.0,Construction Division-1,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-1||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
515366.0,Construction Division-3,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-3||nan||2020-12-09 10:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
519402.0,Construction Division-3,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-3||nan||2020-12-09 10:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
516485.0,Construction Division-2,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-2||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
515689.0,Construction Division-2,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-2||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
516212.0,Construction Division-2,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-2||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
516211.0,Construction Division-2,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-2||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
507215.0,Construction Division-1,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-1||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
501707.0,Construction Division-3,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-3||nan||2020-10-22 10:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
504349.0,Construction Division-3,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-3||nan||2020-10-22 10:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
504351.0,Construction Division-3,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Construction Division-3||nan||2020-10-22 10:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
498041.0,Project Director(M.Uddin),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director(M.Uddin)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
434918.0,Project Director(M.Uddin),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Project Director(M.Uddin)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
